,0
6452,RXRG
6453,TBX19
6454,UCK2
6455,TMCO1
6456,XCL1
6457,XCL2
6458,POU2F1
6459,MAEL
6460,DPT
6461,MGST3
6462,RFWD2
6463,UFC1
6464,FCGR2A
6465,NUF2
6466,RGS5
6467,SDHC
6468,PFDN2
6469,NR1I3
6470,USP21
6471,PRCC
6472,FCRL5
6473,MRPL24
6474,PIGM
6475,CASQ1
6476,ISG20L2
6477,CRABP2
6478,HDGF
6479,ABL2
6480,XPR1
6481,RGS16
6482,TOR1AIP1
6483,HMCN1
6484,RGL1
6485,RORC
6486,TUFT1
6487,SF3B4
6488,ECM1
6489,ZNF687
6490,TARS2
6491,CGN
6492,SNX27
6493,SETDB1
6494,ADAMTSL4
6495,MCL1
6496,CTSK
6497,RFX5
6498,PI4KB
6499,PIP5K1A
6500,ANP32E
6501,ANXA9
6502,SELENBP1
6503,ENSA
6504,SEMA6C
6505,MRPL9
6506,ARNT
6507,POGZ
6508,C1orf56
6509,OAZ3
6510,HORMAD1
6511,GOLPH3L
6512,GABPB2
6513,KCNH1
6514,DTL
6515,DYRK3
6516,INTS7
6517,VASH2
6518,TAF1A
6519,SMYD2
6520,SUSD4
6521,DUSP10
6522,TP53BP2
6523,ATP8B2
6524,ADAM15
6525,JTB
6526,RAB13
6527,S100A8
6528,TPM3
6529,NUP210L
6530,SLC27A3
6531,S100A7
6532,UBAP2L
6533,SLC39A1
6534,HAX1
6535,CREB3L4
6536,EFNA3
6537,KCNN3
6538,C1orf43
6539,GATAD2B
6540,ILF2
6541,RIT1
6542,INTS3
6543,PKLR
6544,HCN3
6545,FLG
6546,ACTA1
6547,C1orf131
6548,GALNT2
6549,TTC13
6550,SCCPDH
6551,LYST
6552,CEP170
6553,ACP1
6554,SRP9
6555,NVL
6556,DEGS1
6557,FBXO28
6558,ARF1
6559,LEFTY2
6560,CNIH4
6561,ITPKB
6562,GUK1
6563,CDC42BPA
6564,CNIH3
6565,C1orf35
6566,MBOAT2
6567,PARP1
6568,PSEN2
6569,PYCR2
6570,LBR
6571,WNT9A
6572,EPHX1
6573,REN
6574,SOX13
6575,ETNK2
6576,PPFIA4
6577,PLEKHA6
6578,PTPN7
6579,SYT2
6580,ARL8A
6581,OSR1
6582,PDIA6
6583,RHOB
6584,ATP6V1C2
6585,GALM
6586,ABCG8
6587,EML4
6588,CALM2
6589,CHAC2
6590,RPS27A
6591,VPS54
6592,ASXL2
6593,ETAA1
6594,SNRPG
6595,ABHD1
6596,MEIS1
6597,CIAO1
6598,ZNF514
6599,MRPS5
6600,ANKRD53
6601,TPRKB
6602,NAT8
6603,EXOC6B
6604,SFXN5
6605,TEX261
6606,DQX1
6607,DUSP11
6608,ST6GAL2
6609,NPHP1
6610,MALL
6611,THNSL2
6612,RALB
6613,TMEM177
6614,RABL2A
6615,SLC20A1
6616,ZC3H8
6617,LIPT1
6618,FAHD2B
6619,LYG1
6620,AFF3
6621,THSD7B
6622,GPR17
6623,POLR2D
6624,AMMECR1L
6625,GALNT13
6626,SLC4A10
6627,SCRN3
6628,CDCA7
6629,DLX1
6630,PHOSPHO2
6631,GULP1
6632,HSPD1
6633,PTH2R
6634,CPO
6635,SPAG16
6636,ABCA12
6637,SUMF1
6638,RHBDD1
6639,TRPM8
6640,HES6
6641,ESPNL
6642,ANKMY1
6643,COPS7B
6644,DIS3L2
6645,CPNE9
6646,FANCD2
6647,VGLL4
6648,RAB5A
6649,CTDSP1
6650,MARCH4
6651,STK11IP
6652,GMPPA
6653,GRIP2
6654,EAF1
6655,CNTN4
6656,DYNC1LI1
6657,RBMS3
6658,OSBPL10
6659,SLC25A38
6660,ITGA9
6661,SLC22A14
6662,GOLGA4
6663,CTDSPL
6664,STAC
6665,IQSEC1
6666,CAND2
6667,RPL32
6668,PTPRG
6669,SHQ1
6670,ARL6IP5
6671,TMF1
6672,LRIG1
6673,LIMD1
6674,ZNF660
6675,NFKBIZ
6676,COL8A1
6677,MYH15
6678,PHLDB2
6679,ABHD10
6680,TAGLN3
6681,PLA1A
6682,RABL3
6683,ADPRH
6684,ATG3
6685,NR1I2
6686,BOC
6687,SRPRB
6688,TMEM108
6689,AGTR1
6690,MED12L
6691,EIF2A
6692,ALDH1L1
6693,OSBPL11
6694,TRPC1
6695,LPP
6696,TMEM44
6697,AMT
6698,TCTA
6699,NICN1
6700,UCN2
6701,STXBP5L
6702,EAF2
6703,ILDR1
6704,TM4SF19
6705,MUC4
6706,SLIT2
6707,EIF2B5
6708,AHSG
6709,ECE2
6710,DGKQ
6711,FIP1L1
6712,SLC26A1
6713,LYAR
6714,CORIN
6715,ATP10D
6716,OCIAD2
6717,SLC10A4
6718,SLC10A6
6719,SCD5
6720,PLAC8
6721,ENOPH1
6722,KLHL8
6723,SNCA
6724,CAMK2D
6725,CISD2
6726,ANK2
6727,TIFA
6728,SPATA5
6729,FABP2
6730,USP53
6731,SETD7
6732,MARCH1
6733,SFRP2
6734,RPS3A
6735,RNF175
6736,PDGFC
6737,CBR4
6738,CYP4V2
6739,ROPN1L
6740,NDUFS6
6741,MARCH6
6742,NKD2
6743,ADAMTS16
6744,SRD5A1
6745,MYO10
6746,FAM105A
6747,RPL37
6748,SKP2
6749,OSMR
6750,PLK2
6751,PIK3R1
6752,HAPLN1
6753,LHFPL2
6754,SSBP2
6755,BHMT
6756,IQGAP2
6757,CRHBP
6758,RASA1
6759,LIX1
6760,GIN1
6761,PAM
6762,BDP1
6763,SLC30A5
6764,BTF3
6765,FBXL17
6766,SPATA9
6767,TSLP
6768,TNFAIP8
6769,FEM1C
6770,COMMD10
6771,ATG12
6772,MEGF10
6773,ADAMTS19
6774,YIPF5
6775,ARHGAP26
6776,CXCL14
6777,DDX46
6778,TIMD4
6779,RNF145
6780,C1QTNF2
6781,GABRB2
6782,FBXO38
6783,PCYOX1L
6784,TNIP1
6785,G3BP1
6786,ZNF300
6787,N4BP3
6788,RMND5B
6789,CPLX2
6790,KCNMB1
6791,FAM50B
6792,TBC1D7
6793,FARS2
6794,GFOD1
6795,CDKAL1
6796,PSD2
6797,LRRTM2
6798,ZMAT2
6799,GFRA3
6800,KLHL3
6801,DCDC2
6802,KAAG1
6803,TRIM41
6804,HIGD2A
6805,PLA2G7
6806,TNFRSF21
6807,RNF44
6808,MUT
6809,RASGEF1C
6810,DOK3
6811,ABT1
6812,DAAM2
6813,PRIM2
6814,HMGCLL1
6815,FGD2
6816,SCUBE3
6817,CRIP3
6818,TCTE1
6819,RPL7L1
6820,NFKBIE
6821,CYP39A1
6822,TPBG
6823,IRAK1BP1
6824,PHIP
6825,PRSS35
6826,GABRR1
6827,PNRC1
6828,RARS2
6829,RNF217
6830,RSPO3
6831,ARHGAP18
6832,SLC2A12
6833,SHPRH
6834,AIG1
6835,DYNLT1
6836,TIAM2
6837,TMEM181
6838,PNLDC1
6839,WTAP
6840,ZMYM4
6841,VIP
6842,SLC22A3
6843,GNA12
6844,C7orf50
6845,SDK1
6846,C7orf26
6847,RBAK
6848,CREB5
6849,EGFR
6850,CDCA5
6851,IGFBP3
6852,PURB
6853,IGFBP1
6854,MDH2
6855,POMZP3
6856,CCT6A
6857,TRIM50
6858,ZNF92
6859,ATXN7L1
6860,TMEM168
6861,C7orf43
6862,SLC12A9
6863,TRIM4
6864,MEPCE
6865,AGBL3
6866,ZC3HAV1L
6867,TMEM140
6868,TLK2
6869,EPHA1
6870,NOM1
6871,NCAPG2
6872,NLGN4X
6873,SHROOM2
6874,RAB19
6875,LUC7L2
6876,DENND2A
6877,TMEM27
6878,SH3KBP1
6879,TMEM47
6880,LANCL3
6881,SYTL5
6882,CASK
6883,SPIN2A
6884,MSN
6885,CCNB3
6886,HDAC8
6887,SLC16A2
6888,CXorf36
6889,ZNF157
6890,CHST7
6891,NDUFB11
6892,ZNF41
6893,ZMYM3
6894,TAF1
6895,GPR174
6896,NONO
6897,CCDC120
6898,EBP
6899,OGT
6900,SNX12
6901,ITGB1BP2
6902,IL2RG
6903,ZNF711
6904,DIAPH2
6905,NXF3
6906,PRPS1
6907,CXorf57
6908,DOCK11
6909,IGSF1
6910,GPC3
6911,RBMX
6912,MCPH1
6913,MFHAS1
6914,FBXO25
6915,FATE1
6916,NSDHL
6917,ZNF185
6918,CETN2
6919,RPL10
6920,ATP6V1B2
6921,CCDC25
6922,HMBOX1
6923,CHRNA6
6924,GNRH1
6925,BIN3
6926,DOK2
6927,SLC25A37
6928,CHMP7
6929,DOCK5
6930,STAR
6931,ERLIN2
6932,PXDNL
6933,ST18
6934,RGS20
6935,TACC1
6936,GOLGA7
6937,GINS4
6938,DNAJC5B
6939,TRIM55
6940,ADHFE1
6941,LACTB2
6942,TERF1
6943,SLC26A7
6944,ATP6V0D2
6945,MTDH
6946,LRP12
6947,EBAG9
6948,RSPO2
6949,POLR2K
6950,MAL2
6951,EIF3H
6952,NDUFB9
6953,TATDN1
6954,FAM83A
6955,FAM135B
6956,ZNF7
6957,SLC39A4
6958,VLDLR
6959,AK3
6960,UHRF2
6961,NFIB
6962,CDKN2B
6963,CDKN2A
6964,C9orf72
6965,FBXO10
6966,CEP78
6967,NTRK2
6968,SHC3
6969,AUH
6970,C9orf3
6971,ZNF462
6972,UGCG
6973,STOM
6974,GSN
6975,MRRF
6976,CRB2
6977,ASTN2
6978,WDR31
6979,POLE3
6980,SURF4
6981,GBGT1
6982,SURF1
6983,SURF2
6984,SURF6
6985,MED22
6986,REXO4
6987,RPL7A
6988,ASB6
6989,PTGES2
6990,CIZ1
6991,SLC25A25
6992,SH3GLB2
6993,PTGES
6994,LCN2
6995,LRSAM1
6996,GPR107
6997,IDI2
6998,INPP5E
6999,SEC16A
7000,NOTCH1
7001,CACNA1B
7002,USP6NL
7003,COMMD3
7004,MSRB2
7005,PDSS1
7006,RSU1
7007,PARD3
7008,ZEB1
7009,NRBF2
7010,POLR3A
7011,HERC4
7012,CAMK2G
7013,GLUD1
7014,ANKRD1
7015,HTR7
7016,RPP30
7017,ADD3
7018,HABP2
7019,DNAJB12
7020,EIF4EBP2
7021,NPFFR1
7022,TCF7L2
7023,MKI67
7024,CYP17A1
7025,INA
7026,LRRC27
7027,MTG1
7028,GSTO1
7029,TAF5
7030,PPRC1
7031,CNNM2
7032,PDCD11
7033,ADAM12
7034,RGS10
7035,BTBD10
7036,ADM
7037,GAS2
7038,SLC5A12
7039,LIN7C
7040,LRRC4C
7041,IMMP1L
7042,SAA4
7043,TUT1
7044,SYT8
7045,ZNF214
7046,ZNF215
7047,HSD17B12
7048,APIP
7049,DGKZ
7050,EIF3M
7051,SERPING1
7052,SSRP1
7053,SLC43A1
7054,PTPRJ
7055,C11orf49
7056,CCDC81
7057,SESN3
7058,ENDOD1
7059,CCDC82
7060,SERPINH1
7061,CAPN5
7062,INTS4
7063,PAK1
7064,RPS3
7065,ZC3H12C
7066,TTC12
7067,NCAM1
7068,DRD2
7069,C11orf52
7070,NPAT
7071,ATM
7072,AASDHPPT
7073,GRIK4
7074,ST14
7075,HYOU1
7076,ADAM33
7077,MTA2
7078,TMEM138
7079,FADS1
7080,TMC2
7081,ROM1
7082,EML3
7083,INCENP
7084,ZP1
7085,PLCH2
7086,MS4A2
7087,B3GAT3
7088,EI24
7089,CCDC15
7090,CHEK1
7091,FEZ1
7092,ESAM
7093,KIRREL3
7094,MPZL2
7095,SCN2B
7096,SIDT2
7097,TMEM25
7098,TAGLN
7099,JPH2
7100,DUSP15
7101,COMMD7
7102,DSN1
7103,CDH22
7104,LSM14B
7105,YTHDF1
7106,CABLES2
7107,ORAOV1
7108,TRPT1
7109,NUDT22
7110,PLCB3
7111,MRPL49
7112,CDC42EP2
7113,FAU
7114,TM7SF2
7115,TBX6
7116,PPP4C
7117,ALDOA
7118,FAM57B
7119,DOC2A
7120,HIRIP3
7121,TAOK2
7122,HMGA2
7123,CNKSR2
7124,CNTN5
7125,KLRF1
7126,CLEC1A
7127,MKX
7128,MPP7
7129,ITGB1
7130,FXYD4
7131,CTF1
7132,CWC15
7133,FCGR1A
7134,ARID5B
7135,CDH8
7136,DCUN1D2
7137,TMCO3
7138,TIRAP
7139,LATS2
7140,SAP18
7141,KIAA1328
7142,FAM124A
7143,CTAGE5
7144,HNMT
7145,LYPD1
7146,PDCD4
7147,ADRA2A
7148,GPM6A
7149,WDR17
7150,VEGFC
7151,CCDC102B
7152,CD226
7153,CNDP1
7154,FSIP1
7155,DLG2
7156,RGS18
7157,PRSS23
7158,MTMR12
7159,PPP1R1C
7160,CCT5
7161,DOCK1
7162,DIXDC1
7163,DLAT
7164,PIH1D2
7165,C11orf57
7166,TIMM8B
7167,IL18
7168,PTS
7169,PIP4K2A
7170,C2orf50
7171,FOXO1
7172,CRIM1
7173,SEC24D
7174,ABCB9
7175,DHX37
7176,UBC
7177,ITPR1
7178,SLC7A11
7179,GPR158
7180,CACNA2D4
7181,DCP1B
7182,CACNA1C
7183,THRB
7184,NGLY1
7185,OXSM
7186,UEVLD
7187,TMEM86A
7188,C12orf45
7189,BTBD11
7190,UBE3B
7191,ANK3
7192,IPMK
7193,RAD9B
7194,DLG5
7195,MAT1A
7196,SLC2A13
7197,TWF1
7198,DIP2C
7199,EIF4E
7200,MAGI1
7201,CSNK1G3
7202,SRFBP1
7203,AKAP6
7204,NPAS3
7205,MBIP
7206,MIPOL1
7207,EXT2
7208,TMEM18
7209,KCTD14
7210,THRSP
7211,ME3
7212,ADAMTS12
7213,NUBPL
7214,NEK7
7215,FER
7216,ANKRD50
7217,UPF2
7218,CDC123
7219,SCLT1
7220,CCDC3
7221,C4orf33
7222,FRMD4A
7223,PTPRO
7224,EPS8
7225,ACAD8
7226,THYN1
7227,VPS26B
7228,NCAPD3
7229,VTI1A
7230,QDPR
7231,MMAA
7232,EDNRA
7233,NR3C2
7234,DPYSL4
7235,VENTX
7236,ADAM8
7237,ITIH2
7238,KIN
7239,PIGF
7240,ANKAR
7241,INPP1
7242,RNF144A
7243,ADAM17
7244,FLI1
7245,KCNJ1
7246,TMEM45B
7247,WWC2
7248,ACSL1
7249,SLC25A4
7250,AMN1
7251,BICD1
7252,SAV1
7253,CCDC122
7254,TDO2
7255,GUF1
7256,SACS
7257,PABPC3
7258,CENPJ
7259,FBXO4
7260,CCL28
7261,PARP8
7262,GFRA1
7263,DST
7264,TIAL1
7265,BAG3
7266,SCHIP1
7267,KCNE4
7268,AP1S3
7269,RABGAP1L
7270,CCDC74B
7271,TMEM56
7272,ASTN1
7273,PTPN14
7274,MGAT5
7275,TMEM163
7276,HSPB8
7277,GEMIN6
7278,POU4F1
7279,CYSLTR2
7280,ARL11
7281,SETBP1
7282,PSTPIP2
7283,ATP5A1
7284,C18orf25
7285,SPC25
7286,PDK1
7287,PDE3B
7288,TCF7L1
7289,TGOLN2
7290,SH2D6
7291,KCNK13
7292,UHMK1
7293,ATG10
7294,SPOCK1
7295,GUCY1A2
7296,CWF19L2
7297,JMY
7298,HOMER1
7299,XRCC4
7300,ZNF547
7301,ZNF773
7302,ZNF776
7303,ZNF256
7304,SUV39H2
7305,OLAH
7306,RPP38
7307,NMT2
7308,ZSCAN1
7309,USP12
7310,CCDC50
7311,CAMK4
7312,TRIM36
7313,ZFP36L2
7314,PAN3
7315,PLEKHH2
7316,PFKM
7317,TMEM123
7318,GRIA4
7319,IGSF10
7320,SPEF2
7321,SPARCL1
7322,MBNL1
7323,CAPSL
7324,GJA1
7325,CCNO
7326,CLEC4F
7327,SLC30A6
7328,PELO
7329,RASGRP3
7330,SAR1B
7331,CATSPER3
7332,GPR180
7333,TCTEX1D1
7334,WDR78
7335,ANKRD22
7336,FARP1
7337,IFIT5
7338,SLC16A12
7339,PANK1
7340,PRDM8
7341,BMP3
7342,HHEX
7343,UTRN
7344,GRM1
7345,PTPRK
7346,GGPS1
7347,ZNF117
7348,PART1
7349,RAB3C
7350,MARVELD2
7351,RAD17
7352,MED21
7353,PLOD2
7354,STK32B
7355,JAKMIP1
7356,ZIC1
7357,LGI2
7358,MR1
7359,SRP19
7360,CENPH
7361,CDYL
7362,CARHSP1
7363,TEKT5
7364,BANK1
7365,TXNDC11
7366,DAB2
7367,BCL2L11
7368,ANAPC1
7369,CAST
7370,SCOC
7371,CLGN
7372,CETN3
7373,SMARCA5
7374,SYCP2L
7375,BMP6
7376,RASSF3
7377,HNRNPU
7378,RANBP2
7379,AHCTF1
7380,MERTK
7381,TMEM87B
7382,PTPRR
7383,NR4A2
7384,PLA2R1
7385,RBMS1
7386,SCN3A
7387,CD96
7388,SLC25A27
7389,FRMD1
7390,FAM49B
7391,FAM81B
7392,NMRAL1
7393,ING1
7394,ADPRHL1
7395,CMTM7
7396,FBXL2
7397,UBP1
7398,RMND5A
7399,RPIA
7400,PTPRD
7401,CNKSR3
7402,GTF2E1
7403,CFDP1
7404,ZDHHC7
7405,FAM92B
7406,C7orf31
7407,JAZF1
7408,CMIP
7409,KCNJ16
7410,PID1
7411,TRIP12
7412,FBXO36
7413,CEBPG
7414,KCTD15
7415,ZNF599
7416,MCOLN2
7417,LGI4
7418,DDAH1
7419,CHD1
7420,ANKFN1
7421,DGKE
7422,HS2ST1
7423,MSI2
7424,CACNA2D1
7425,HS3ST3A1
7426,GDPD1
7427,NUS1
7428,SEMA3D
7429,PPP2R5E
7430,GRAP
7431,SLC5A10
7432,AK5
7433,CABYR
7434,ANKRD29
7435,CHST9
7436,THY1
7437,C16orf74
7438,JPH3
7439,ANKH
7440,ROBO4
7441,ROBO3
7442,TBRG1
7443,NRGN
7444,CDH12
7445,GPR15
7446,ABI3BP
7447,ANGPT1
7448,PITPNC1
7449,CC2D1B
7450,PRKCA
7451,GAL3ST2
7452,ABCA9
7453,ABCA6
7454,ABCA10
7455,ABCA5
7456,ENPP3
7457,C4orf19
7458,UCHL1
7459,MIA3
7460,DISP1
7461,TNIK
7462,PGM5
7463,WNT3A
7464,OBSCN
7465,LONRF1
7466,TRIM11
7467,ENAH
7468,SH3RF1
7469,GBP5
7470,BUB3
7471,ATP5G3
7472,PDLIM3
7473,SORBS2
7474,LY96
7475,CXADR
7476,BTG3
7477,C21orf91
7478,CHODL
7479,NCAM2
7480,L3MBTL4
7481,PDE1C
7482,RABGEF1
7483,MRPL39
7484,JAM2
7485,ATP5J
7486,GABPA
7487,ADAMTS1
7488,ADAMTS5
7489,TSEN2
7490,SLFN13
7491,WNT7A
7492,XPC
7493,FGD5
7494,FLCN
7495,DPH3
7496,OXNAD1
7497,PLCL2
7498,CXXC1
7499,PPP4R1
7500,APCDD1
7501,CCDC144B
7502,MPPE1
7503,USP43
7504,RAB6B
7505,EPHB1
7506,ACSS1
7507,ANKRD40
7508,ZNF18
7509,APOOL
7510,DKK2
7511,CYP2U1
7512,FBXL18
7513,PROM2
7514,KLF10
7515,PTPRN2
7516,AZIN1
7517,ATP6V1C1
7518,TMEM55A
7519,OTUD6B
7520,GTF3C6
7521,AGPAT5
7522,MMS19
7523,PI4K2A
7524,MARVELD1
7525,ZFYVE27
7526,SLC25A28
7527,SAMSN1
7528,USP25
7529,ZCCHC10
7530,MOV10
7531,RHOC
7532,PPM1J
7533,DBI
7534,SLC16A1
7535,HEATR3
7536,TRIM74
7537,OXA1L
7538,SLC7A7
7539,LARP1
7540,CNOT8
7541,LRGUK
7542,MIER3
7543,NUP205
7544,ZKSCAN2
7545,C9orf85
7546,PIK3AP1
7547,RBM45
7548,TTN
7549,VSIG4
7550,PDIA4
7551,OTOA
7552,KCTD18
7553,FAM126B
7554,ALS2CR12
7555,FZD7
7556,SPAG17
7557,FMN2
7558,RNF20
7559,PPARGC1B
7560,ELMO1
7561,SLC26A2
7562,LSM11
7563,MED7
7564,RRAGA
7565,RASA2
7566,RMND1
7567,SLA
7568,TMBIM4
7569,VBP1
7570,RAB39B
7571,CLIC2
7572,AFF2
7573,VPS37A
7574,KIF5A
7575,NAT2
7576,PSD3
7577,GNA14
7578,MMP16
7579,ADK
7580,KCNMA1
7581,BATF
7582,DCK
7583,ADAMTS3
7584,ALX3
7585,DPY19L4
7586,C8orf37
7587,ADAMTSL3
7588,ART3
7589,SLC28A1
7590,CXCL13
7591,N6AMT1
7592,RWDD2B
7593,USP16
7594,CCT8
7595,BACH1
7596,TSPAN7
7597,TIAM1
7598,RPGR
7599,PCGF6
7600,ANKRD9
7601,SFXN2
7602,C14orf2
7603,FUT6
7604,TDRD9
7605,FGF18
7606,PCDH1
7607,SH3RF2
7608,GDF6
7609,UQCRB
7610,PTDSS1
7611,PPP2R2B
7612,RPL30
7613,FAM122C
7614,SUPV3L1
7615,FAM122B
7616,EEF1A1
7617,HKDC1
7618,HK1
7619,TYSND1
7620,PHF6
7621,CD109
7622,LRFN2
7623,NODAL
7624,UBE2L6
7625,ZDHHC5
7626,MED19
7627,ZFAND3
7628,NPTN
7629,SAMD8
7630,RAB11FIP1
7631,GLYATL2
7632,UTP14A
7633,AIFM1
7634,MAPK13
7635,BAG4
7636,MS4A1
7637,ATAD2
7638,FBXO32
7639,ZNF689
7640,PRR14
7641,FRRS1
7642,PHKG2
7643,SASS6
7644,ITGAD
7645,VPS8
7646,GALK2
7647,B3GNT7
7648,MPV17L
7649,BUB1B
7650,PDE6D
7651,EIF4A2
7652,BRPF1
7653,RPUSD3
7654,SST
7655,TATDN2
7656,GHRL
7657,SEC13
7658,NMNAT2
7659,ZFYVE9
7660,ATP2B2
7661,SLC6A1
7662,SMG1
7663,FCHO2
7664,RBPMS
7665,TMEM171
7666,TIMP4
7667,SYN2
7668,NRG1
7669,C1orf27
7670,CPT2
7671,NECAP2
7672,LRP8
7673,CDCP2
7674,PAXIP1
7675,STEAP2
7676,SSBP3
7677,CLDN12
7678,MMP14
7679,FZD1
7680,GATAD1
7681,SUSD3
7682,TMED6
7683,DHRS4
7684,DDX19B
7685,ST3GAL2
7686,FUK
7687,CACNA1D
7688,ARSE
7689,KIT
7690,HYDIN
7691,AASDH
7692,ZNF19
7693,CACNA2D3
7694,RNF111
7695,CCNB2
7696,FAM81A
7697,MYO1E
7698,APPL1
7699,MUM1L1
7700,AFAP1L1
7701,TSC22D3
7702,DSCR3
7703,DYRK1A
7704,KCNJ15
7705,ERG
7706,ETS2
7707,TSPAN18
7708,SLC35B2
7709,MX1
7710,CREB3L1
7711,C9orf43
7712,ZNF618
7713,DGKI
7714,SNX22
7715,BRAF
7716,SLC34A2
7717,ACAN
7718,PSMG3
7719,CABP1
7720,WDR19
7721,SLC37A3
7722,AP3S2
7723,FMNL2
7724,DPYSL5
7725,RAB28
7726,TNFRSF14
7727,PANK4
7728,MEGF11
7729,C12orf43
7730,PEX10
7731,RER1
7732,SKI
7733,WIPI2
7734,LDLRAP1
7735,KRTCAP3
7736,PAFAH2
7737,EXTL1
7738,SLC30A2
7739,TRIM63
7740,WDR66
7741,MRPL17
7742,DUSP2
7743,GRHL3
7744,PTPDC1
7745,GALNT14
7746,NCK1
7747,HPD
7748,RHPN1
7749,LRRC43
7750,XDH
7751,XKR8
7752,CNNM4
7753,EYA3
7754,DZIP1L
7755,FANCC
7756,MRAS
7757,WASF2
7758,ABHD3
7759,FAIM
7760,FAM46B
7761,CLSTN2
7762,COLEC12
7763,RNF207
7764,CUL4B
7765,GPR153
7766,SLC13A3
7767,GPRASP2
7768,RHBDL2
7769,AUTS2
7770,SHROOM4
7771,HIST1H2BD
7772,CDC25C
7773,HIST1H4H
7774,EIF5B
7775,RIBC1
7776,KCNB1
7777,TSPAN33
7778,NRG2
7779,B4GALT5
7780,CD1D
7781,CD1A
7782,SPATA2
7783,CD1C
7784,CD1B
7785,DNAH3
7786,CD1E
7787,CPA2
7788,NCF1
7789,TSR2
7790,PPP1R9A
7791,ZFAND2B
7792,GDPD5
7793,DYNC1I1
7794,PFKFB1
7795,ALAS2
7796,TMED4
7797,PKD1L1
7798,ZSCAN12
7799,TAGLN2
7800,ELK4
7801,SLAMF8
7802,SLC45A3
7803,DUSP23
7804,RNF166
7805,NBL1
7806,HTR6
7807,F11R
7808,USF1
7809,PLA2G2F
7810,SPATA2L
7811,NIT1
7812,DEDD
7813,NPM2
7814,EDA
7815,FGF17
7816,CDA
7817,PINK1
7818,B4GALT3
7819,ADAMTS4
7820,NDUFS2
7821,SLC5A11
7822,FCER1G
7823,TOMM40L
7824,MPZ
7825,WNT9B
7826,CACHD1
7827,CDC42SE2
7828,RAPGEF6
7829,EPB41
7830,ALG8
7831,FBXW5
7832,C21orf59
7833,SYNJ1
7834,IFNAR2
7835,MRPL10
7836,IFNGR2
7837,GART
7838,SON
7839,DONSON
7840,SV2A
7841,LAD1
7842,STC1
7843,TNNI1
7844,CSRP1
7845,C1QC
7846,KCNE2
7847,ATP5G1
7848,RCAN1
7849,UBE2Z
7850,SNF8
7851,CLIC6
7852,CCDC24
7853,RUNX1
7854,IGF2BP1
7855,CBR1
7856,ACTC1
7857,MORC3
7858,CHAF1B
7859,CLDN14
7860,SIM2
7861,HLCS
7862,SCUBE1
7863,ARHGAP27
7864,ADPGK
7865,PTMS
7866,PLA2G4D
7867,PADI4
7868,ADIPOR1
7869,CYB5R1
7870,PSMD4
7871,ATP13A2
7872,PSMB4
7873,BTG2
7874,HK2
7875,ALDH4A1
7876,THEM4
7877,TCHH
7878,UBR1
7879,AMFR
7880,MED8
7881,ISL2
7882,RSPRY1
7883,CCDC17
7884,GPBP1L1
7885,TMEM69
7886,TEPP
7887,UROC1
7888,SPON2
7889,CHCHD6
7890,CTBP1
7891,LRRC36
7892,TPPP3
7893,ATP6V0D1
7894,AGRP
7895,ZFYVE28
7896,FAM131B
7897,RGS12
7898,PSKH1
7899,ZYX
7900,ABR
7901,LYPD5
7902,CCDC117
7903,ZNF230
7904,CCDC107
7905,ZNF222
7906,NPR2
7907,ZNF221
7908,ZNF233
7909,ZNF235
7910,GNE
7911,TNFRSF13C
7912,PTGIR
7913,CALM3
7914,DFFA
7915,CCDC28B
7916,IQCC
7917,BSDC1
7918,ATAD3B
7919,SSU72
7920,UBE2J2
7921,FNDC5
7922,CPAMD8
7923,NR2F6
7924,CCDC58
7925,KALRN
7926,CILP2
7927,ABCG1
7928,TFF3
7929,TFF2
7930,TMPRSS3
7931,UBASH3A
7932,RSPH1
7933,SLC37A1
7934,PDE9A
7935,WDR4
7936,NDUFV3
7937,PKNOX1
7938,CBS
7939,U2AF1
7940,HSF2BP
7941,RRP1B
7942,PDXK
7943,G6PD
7944,CSTB
7945,RRP1
7946,AGPAT3
7947,GAB3
7948,C21orf33
7949,ICOSLG
7950,AIRE
7951,C21orf2
7952,LRRC3
7953,ITGB2
7954,RALGDS
7955,FTCD
7956,LSS
7957,VAV2
7958,MCM3AP
7959,C21orf58
7960,PCNT
7961,DIP2A
7962,S100B
7963,PRMT2
7964,CLDND2
7965,ZNF208
7966,ADAMTS13
7967,SLC2A6
7968,ZNF761
7969,C9orf116
7970,ZNF714
7971,GPSM1
7972,C19orf47
7973,HIPK4
7974,TOR2A
7975,ST6GALNAC6
7976,SHKBP1
7977,RDH13
7978,ZER1
7979,ZDHHC12
7980,PKN3
7981,SPTBN4
7982,BRSK1
7983,COX6B2
7984,TMEM190
7985,TAOK1
7986,MED27
7987,DEDD2
7988,MPZL3
7989,NEK8
7990,PCSK7
7991,SAFB
7992,CD3G
7993,S100A1
7994,ZBTB7B
7995,FLAD1
7996,SHC1
7997,VPS11
7998,NLRX1
7999,ADAR
8000,IL6R
8001,UBE2Q1
8002,CHRNB2
8003,CRTC2
8004,FDPS
8005,RUSC1
8006,PAQR6
8007,PMF1
8008,SLC25A44
8009,LMNA
8010,CCR5
8011,NBEAL2
8012,CCDC12
8013,UBQLN4
8014,MYL3
8015,GPATCH4
8016,FCRL3
8017,AZGP1
8018,FGFR4
8019,CYP3A4
8020,CYP3A7
8021,HK3
8022,LY6K
8023,IER2
